CustomerID,Count,Gender,Age,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Satisfaction Score Label,Customer Status,Churn Label,Churn Value,Churn Score,Churn Score Category,CLTV,CLTV Category,Churn Category,Churn Reason
3923,1,Female,29,Yes,Yes,No,3,United States,California,San Francisco,92043,"35.22, -119.22",35.22,-119.22,Q3,No,0,44,Offer C,Yes,41,No,Cable,925,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,66.64,831.52,19.74,0.93,23.67,1,Unsatisfied,Stayed,Yes,1,69,21-30,5001,3000-3500,Dissatisfaction,Competitor offered higher download speeds
3924,1,Male,27,No,No,Yes,2,United States,California,San Diego,92073,"36.23, -120.23",36.23,-120.23,Q3,Yes,2,23,Offer A,No,46,Yes,Fiber Optic,516,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,57.22,5783.84,7.7,20.16,8.99,5,Neutral,Joined,Yes,1,83,31-40,2166,3500-4000,Other,Moved
3925,1,Male,73,No,Yes,No,0,United States,California,Los Angeles,92001,"37.24, -121.24",37.24,-121.24,Q3,Yes,0,28,None,No,34,No,Fiber Optic,404,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,131.94,4441.06,7.98,2.1,9.71,1,Very Unsatisfied,Churned,Yes,0,94,41-50,4771,4000-4500,Competitor,Competitor made better offer
3926,1,Female,46,No,Yes,Yes,2,United States,California,San Diego,92059,"33.25, -117.25",33.25,-117.25,Q3,No,4,68,Offer E,No,34,Yes,No,677,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,134.11,1207.79,17.42,9.37,4.94,3,Unsatisfied,Stayed,No,0,92,51-60,5330,4500-5000,Competitor,Attitude of support person
3927,1,Female,60,Yes,No,Yes,0,United States,California,San Diego,92018,"34.26, -118.26",34.26,-118.26,Q3,No,4,38,Offer C,Yes,45,Yes,Cable,854,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,146.66,7749.03,13.54,4.14,15.1,1,Unsatisfied,Joined,Yes,0,38,61-70,5448,5000-5500,Dissatisfaction,Competitor had better devices
3928,1,Female,21,No,No,Yes,0,United States,California,San Francisco,92020,"35.27, -119.27",35.27,-119.27,Q3,Yes,1,13,Offer B,Yes,45,No,Fiber Optic,940,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,52.0,1997.3,3.72,2.76,48.78,1,Neutral,Joined,Yes,1,53,71-80,5575,5500-6000,Attitude,Competitor offered higher download speeds
3929,1,Female,38,No,Yes,No,1,United States,California,Los Angeles,92021,"36.28, -120.28",36.28,-120.28,Q3,No,4,35,Offer E,No,39,Yes,Cable,672,No,No,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,71.56,6060.32,16.01,11.12,45.99,5,Satisfied,Joined,No,1,68,81-90,2821,6000-6500,Price,Competitor offered more data
3930,1,Male,67,Yes,No,No,2,United States,California,Los Angeles,92017,"37.29, -121.29",37.29,-121.29,Q3,No,4,26,None,No,27,No,DSL,758,No,Yes,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,88.68,3386.23,4.67,4.0,39.45,5,Very Satisfied,Stayed,No,0,80,91-100,2357,6500-7000,Dissatisfaction,Moved
3931,1,Male,41,No,Yes,No,0,United States,California,San Francisco,92020,"33.30, -117.30",33.3,-117.3,Q3,No,4,2,Offer C,Yes,5,Yes,Cable,726,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Mailed Check,102.28,143.12,15.75,8.43,2.79,1,Neutral,Stayed,Yes,0,57,1-10,5140,2000-2500,Competitor,Competitor offered higher download speeds
3932,1,Female,37,Yes,Yes,Yes,1,United States,California,Los Angeles,92033,"34.31, -118.31",34.31,-118.31,Q3,Yes,3,3,None,No,6,Yes,Cable,26,Yes,Yes,No,No,Yes,No,Yes,No,Month-to-Month,No,Mailed Check,85.19,306.18,16.19,7.65,40.7,5,Very Satisfied,Churned,Yes,1,94,11-20,5677,2500-3000,Price,Moved
3933,1,Female,59,No,No,Yes,4,United States,California,San Francisco,92060,"35.32, -119.32",35.32,-119.32,Q3,Yes,1,21,Offer D,Yes,34,No,Cable,863,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,99.52,2243.81,7.61,24.64,3.04,3,Unsatisfied,Stayed,Yes,1,13,21-30,3668,3000-3500,Competitor,Competitor offered higher download speeds
3934,1,Male,21,No,No,No,2,United States,California,San Francisco,92088,"36.33, -120.33",36.33,-120.33,Q3,No,2,15,Offer A,No,2,Yes,Fiber Optic,154,No,Yes,No,Yes,No,Yes,No,No,One Year,Yes,Credit Card,146.09,2126.85,9.77,12.24,32.27,3,Very Unsatisfied,Joined,No,1,81,31-40,2858,3500-4000,Other,Competitor offered higher download speeds
3935,1,Female,53,No,Yes,Yes,3,United States,California,Los Angeles,92074,"37.34, -121.34",37.34,-121.34,Q3,No,0,51,None,Yes,38,Yes,Cable,813,Yes,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,136.44,2216.46,10.58,7.61,10.55,4,Unsatisfied,Joined,No,0,83,41-50,3041,4000-4500,Attitude,Competitor made better offer
3936,1,Female,47,No,Yes,No,1,United States,California,Los Angeles,92034,"33.35, -117.35",33.35,-117.35,Q3,No,0,34,Offer E,Yes,16,No,DSL,739,No,Yes,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,105.09,1461.15,4.14,18.9,37.06,3,Satisfied,Joined,Yes,0,63,51-60,5952,4500-5000,Price,Don't know
3937,1,Male,67,No,Yes,No,1,United States,California,Los Angeles,92005,"34.36, -118.36",34.36,-118.36,Q3,Yes,4,18,Offer E,Yes,6,No,No,913,No,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,84.94,5795.2,15.19,17.0,31.79,1,Neutral,Joined,No,1,40,61-70,5522,5000-5500,Competitor,Competitor had better devices
3938,1,Male,26,Yes,Yes,No,3,United States,California,San Diego,92098,"35.37, -119.37",35.37,-119.37,Q3,No,1,56,Offer E,No,6,Yes,DSL,803,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,105.28,3042.56,5.07,2.64,11.06,5,Very Satisfied,Joined,Yes,0,36,71-80,4905,5500-6000,Price,Competitor offered more data
3939,1,Male,24,No,No,Yes,0,United States,California,San Diego,92011,"36.38, -120.38",36.38,-120.38,Q3,Yes,4,14,None,No,2,No,No,309,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,121.0,5492.0,2.67,6.28,2.55,1,Very Unsatisfied,Joined,No,1,21,81-90,5519,6000-6500,Price,Competitor made better offer
3940,1,Female,36,No,Yes,Yes,0,United States,California,San Francisco,92018,"37.39, -121.39",37.39,-121.39,Q3,No,3,70,Offer D,No,33,Yes,DSL,801,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Mailed Check,94.23,1001.78,19.84,19.19,37.9,4,Very Unsatisfied,Churned,Yes,1,55,91-100,6170,6500-7000,Attitude,Don't know
3941,1,Male,55,No,No,Yes,4,United States,California,San Francisco,92082,"33.40, -117.40",33.4,-117.4,Q3,No,1,39,Offer C,No,29,No,No,931,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,148.09,6460.64,4.93,20.19,10.43,3,Satisfied,Joined,Yes,1,84,1-10,4727,2000-2500,Other,Product dissatisfaction
3942,1,Female,46,No,Yes,Yes,3,United States,California,Los Angeles,92006,"34.41, -118.41",34.41,-118.41,Q3,Yes,1,9,Offer E,No,12,Yes,No,748,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card,77.02,6255.8,10.36,13.51,12.7,3,Unsatisfied,Churned,No,1,2,11-20,4390,2500-3000,Price,Competitor offered higher download speeds
3943,1,Female,48,No,Yes,Yes,1,United States,California,Los Angeles,92025,"35.42, -119.42",35.42,-119.42,Q3,Yes,4,49,Offer A,No,10,Yes,DSL,645,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,144.13,3857.99,0.48,29.03,47.86,4,Unsatisfied,Stayed,No,0,59,21-30,2561,3000-3500,Other,Price too high
3944,1,Male,46,Yes,No,Yes,2,United States,California,San Diego,92048,"36.43, -120.43",36.43,-120.43,Q3,No,2,16,Offer C,No,8,No,No,532,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,No,Mailed Check,66.27,6289.3,19.44,0.37,16.98,5,Satisfied,Churned,No,1,4,31-40,4090,3500-4000,Price,Attitude of support person
3945,1,Female,45,No,No,Yes,2,United States,California,San Diego,92086,"37.44, -121.44",37.44,-121.44,Q3,Yes,0,59,Offer B,Yes,42,Yes,Fiber Optic,501,No,No,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,117.57,5777.76,15.23,28.79,6.97,4,Satisfied,Joined,Yes,1,5,41-50,3114,4000-4500,Other,Price too high
3946,1,Male,73,No,Yes,Yes,2,United States,California,San Francisco,92032,"33.45, -117.45",33.45,-117.45,Q3,Yes,4,56,Offer B,Yes,38,No,Cable,813,No,No,Yes,No,Yes,No,Yes,Yes,Two Year,No,Credit Card,113.88,3789.32,13.6,0.99,42.44,3,Very Unsatisfied,Joined,No,0,6,51-60,3529,4500-5000,Competitor,Don't know
3947,1,Male,35,Yes,Yes,No,0,United States,California,San Francisco,92067,"34.46, -118.46",34.46,-118.46,Q3,No,3,56,Offer E,No,5,Yes,Fiber Optic,840,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,120.66,7067.65,19.8,24.93,13.67,1,Very Unsatisfied,Joined,Yes,1,36,61-70,5011,5000-5500,Other,Moved
3948,1,Female,79,No,No,Yes,1,United States,California,San Diego,92005,"35.47, -119.47",35.47,-119.47,Q3,No,3,7,Offer A,No,29,Yes,No,690,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,51.33,568.99,13.02,13.04,0.21,1,Very Unsatisfied,Churned,Yes,0,85,71-80,6170,5500-6000,Competitor,Moved
3949,1,Male,18,No,No,Yes,0,United States,California,San Diego,92058,"36.48, -120.48",36.48,-120.48,Q3,No,1,50,Offer B,No,11,No,DSL,244,No,No,No,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal,96.31,5583.07,14.51,16.65,28.74,3,Unsatisfied,Stayed,Yes,0,45,81-90,5616,6000-6500,Price,Competitor offered higher download speeds
3950,1,Female,74,No,No,Yes,2,United States,California,Los Angeles,92067,"37.49, -121.49",37.49,-121.49,Q3,Yes,2,51,Offer C,No,44,No,Cable,987,No,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,113.48,1525.84,3.47,19.25,35.03,5,Unsatisfied,Stayed,Yes,1,78,91-100,2135,6500-7000,Other,Competitor had better devices
3951,1,Female,28,Yes,No,Yes,0,United States,California,San Francisco,92010,"33.50, -117.50",33.5,-117.5,Q3,Yes,0,44,Offer B,No,37,Yes,DSL,269,No,No,No,No,No,Yes,Yes,No,Two Year,No,Mailed Check,129.87,7000.71,16.21,27.8,31.69,5,Unsatisfied,Joined,No,1,78,1-10,5485,2000-2500,Dissatisfaction,Don't know
3952,1,Female,31,No,Yes,No,4,United States,California,Los Angeles,92003,"34.51, -118.51",34.51,-118.51,Q3,No,2,44,Offer B,No,19,Yes,No,63,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,55.21,1347.75,4.79,1.29,42.16,3,Unsatisfied,Joined,No,1,76,11-20,3214,2500-3000,Attitude,Don't know
3953,1,Female,30,No,No,Yes,0,United States,California,San Francisco,92075,"35.52, -119.52",35.52,-119.52,Q3,Yes,4,65,Offer B,Yes,18,Yes,Fiber Optic,566,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.24,3586.3,3.14,27.29,5.66,2,Very Satisfied,Churned,No,0,40,21-30,6615,3000-3500,Attitude,Price too high
3954,1,Male,46,No,No,No,1,United States,California,San Francisco,92071,"36.53, -120.53",36.53,-120.53,Q3,No,4,54,Offer C,Yes,42,Yes,No,277,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,107.99,392.2,13.64,25.04,22.42,4,Unsatisfied,Churned,Yes,1,73,31-40,6926,3500-4000,Dissatisfaction,Product dissatisfaction
3955,1,Female,30,Yes,Yes,Yes,3,United States,California,Los Angeles,92058,"37.54, -121.54",37.54,-121.54,Q3,No,0,44,Offer B,No,14,No,Cable,556,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,125.65,6527.21,2.41,8.72,43.39,5,Very Unsatisfied,Churned,No,1,35,41-50,3300,4000-4500,Competitor,Competitor offered more data
3956,1,Male,46,No,No,No,3,United States,California,San Diego,92000,"33.55, -117.55",33.55,-117.55,Q3,Yes,2,25,Offer B,Yes,7,No,Fiber Optic,76,No,Yes,Yes,No,Yes,No,No,No,One Year,No,Mailed Check,86.42,931.39,18.57,8.57,45.82,2,Unsatisfied,Joined,No,0,83,51-60,2452,4500-5000,Competitor,Price too high
3957,1,Female,66,No,Yes,Yes,4,United States,California,San Diego,92080,"34.56, -118.56",34.56,-118.56,Q3,No,4,62,Offer B,No,11,No,No,221,No,Yes,Yes,No,No,No,Yes,No,Two Year,No,Bank Withdrawal,112.09,1563.64,9.17,27.13,15.15,4,Satisfied,Stayed,No,0,19,61-70,6666,5000-5500,Dissatisfaction,Attitude of support person
3958,1,Female,77,No,Yes,No,4,United States,California,Los Angeles,92047,"35.57, -119.57",35.57,-119.57,Q3,Yes,2,18,Offer A,Yes,43,No,DSL,403,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,109.76,652.03,2.18,16.66,36.68,2,Very Satisfied,Joined,No,1,74,71-80,2496,5500-6000,Other,Moved
3959,1,Male,53,No,No,No,3,United States,California,San Francisco,92078,"36.58, -120.58",36.58,-120.58,Q3,Yes,3,26,Offer E,No,13,No,Cable,574,No,Yes,No,No,Yes,No,No,No,One Year,No,Mailed Check,98.21,1315.55,0.94,21.16,9.82,5,Unsatisfied,Stayed,No,1,50,81-90,6445,6000-6500,Competitor,Competitor offered higher download speeds
3960,1,Female,25,No,No,Yes,2,United States,California,San Diego,92078,"37.59, -121.59",37.59,-121.59,Q3,No,2,14,Offer B,Yes,24,No,No,483,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,101.19,5722.87,19.03,14.62,15.59,1,Neutral,Stayed,No,1,41,91-100,4976,6500-7000,Competitor,Competitor made better offer
3961,1,Female,40,No,No,No,1,United States,California,San Diego,92069,"33.60, -117.60",33.6,-117.6,Q3,Yes,3,29,None,No,25,Yes,Cable,25,No,No,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card,60.8,6500.79,19.05,5.19,23.26,2,Satisfied,Churned,No,1,48,1-10,4075,2000-2500,Attitude,Competitor offered higher download speeds
3962,1,Male,33,No,Yes,No,0,United States,California,San Diego,92049,"34.61, -118.61",34.61,-118.61,Q3,No,1,48,None,Yes,5,Yes,DSL,35,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Mailed Check,63.7,4290.56,7.71,11.41,36.81,3,Unsatisfied,Joined,No,0,16,11-20,3127,2500-3000,Other,Attitude of support person
3963,1,Female,21,No,Yes,No,1,United States,California,San Diego,92037,"35.62, -119.62",35.62,-119.62,Q3,No,4,61,Offer B,No,5,Yes,No,660,Yes,No,Yes,Yes,Yes,No,No,No,One Year,Yes,Credit Card,70.53,6131.17,19.93,29.27,31.33,2,Satisfied,Churned,Yes,1,12,21-30,6232,3000-3500,Other,Competitor offered more data
3964,1,Male,27,No,No,No,1,United States,California,Los Angeles,92066,"36.63, -120.63",36.63,-120.63,Q3,No,3,57,Offer B,No,11,Yes,No,701,Yes,No,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card,130.79,2831.1,2.53,27.21,41.96,2,Very Unsatisfied,Churned,Yes,1,74,31-40,4457,3500-4000,Attitude,Moved
3965,1,Female,56,No,Yes,Yes,3,United States,California,San Francisco,92051,"37.64, -121.64",37.64,-121.64,Q3,Yes,3,59,Offer B,No,21,No,No,526,No,Yes,Yes,Yes,No,No,Yes,No,One Year,Yes,Credit Card,107.31,105.12,8.34,5.11,2.59,3,Very Satisfied,Churned,Yes,0,60,41-50,4593,4000-4500,Price,Competitor offered more data
3966,1,Female,71,No,No,Yes,3,United States,California,San Francisco,92054,"33.65, -117.65",33.65,-117.65,Q3,Yes,4,71,Offer B,Yes,36,No,Fiber Optic,327,Yes,No,Yes,No,No,No,Yes,No,Two Year,No,Credit Card,67.74,4113.42,17.99,22.87,49.17,1,Neutral,Stayed,Yes,0,81,51-60,2225,4500-5000,Competitor,Moved
3967,1,Female,53,Yes,Yes,No,2,United States,California,Los Angeles,92032,"34.66, -118.66",34.66,-118.66,Q3,No,2,4,Offer A,No,19,No,Fiber Optic,293,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,61.4,7924.76,10.34,3.84,16.86,1,Very Satisfied,Stayed,Yes,1,16,61-70,4671,5000-5500,Competitor,Price too high
3968,1,Male,25,No,No,No,1,United States,California,Los Angeles,92014,"35.67, -119.67",35.67,-119.67,Q3,Yes,3,47,None,Yes,40,No,Fiber Optic,656,Yes,No,Yes,No,No,No,Yes,No,Month-to-Month,No,Credit Card,116.39,7109.51,17.85,8.68,17.2,1,Very Unsatisfied,Joined,Yes,1,97,71-80,6577,5500-6000,Attitude,Don't know
3969,1,Male,55,No,No,Yes,0,United States,California,San Diego,92017,"36.68, -120.68",36.68,-120.68,Q3,No,0,31,Offer D,Yes,43,No,Fiber Optic,335,No,No,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Credit Card,117.05,861.65,1.35,8.83,21.59,4,Satisfied,Churned,Yes,0,89,81-90,6196,6000-6500,Other,Service dissatisfaction
3970,1,Male,71,No,Yes,Yes,2,United States,California,Los Angeles,92093,"37.69, -121.69",37.69,-121.69,Q3,Yes,0,39,Offer B,Yes,7,Yes,Cable,944,No,No,Yes,No,No,No,Yes,Yes,One Year,Yes,Mailed Check,135.28,5382.03,19.01,21.02,49.11,4,Very Unsatisfied,Churned,No,1,88,91-100,6989,6500-7000,Dissatisfaction,Price too high
3971,1,Male,38,No,No,Yes,4,United States,California,San Diego,92093,"33.70, -117.70",33.7,-117.7,Q3,No,2,38,None,Yes,0,Yes,Cable,297,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,71.01,5018.6,10.55,1.41,13.63,1,Very Satisfied,Joined,No,0,71,1-10,4952,2000-2500,Price,Price too high
3972,1,Male,77,Yes,Yes,Yes,0,United States,California,Los Angeles,92025,"34.71, -118.71",34.71,-118.71,Q3,Yes,0,66,Offer E,Yes,42,No,No,534,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Mailed Check,91.06,1164.88,18.43,19.97,19.91,3,Very Satisfied,Stayed,No,0,55,11-20,4766,2500-3000,Attitude,Competitor had better devices
3973,1,Female,21,No,Yes,No,0,United States,California,San Diego,92094,"35.72, -119.72",35.72,-119.72,Q3,Yes,0,32,Offer B,Yes,32,Yes,No,717,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Mailed Check,101.83,5481.91,4.43,23.65,15.5,1,Unsatisfied,Stayed,Yes,1,15,21-30,4731,3000-3500,Dissatisfaction,Price too high
3974,1,Male,37,No,No,No,1,United States,California,Los Angeles,92001,"36.73, -120.73",36.73,-120.73,Q3,No,2,35,Offer E,No,16,No,DSL,527,Yes,Yes,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,68.23,3096.13,9.7,10.72,27.3,2,Satisfied,Churned,Yes,0,87,31-40,5873,3500-4000,Attitude,Competitor had better devices
3975,1,Male,54,No,No,No,1,United States,California,San Diego,92079,"37.74, -121.74",37.74,-121.74,Q3,No,4,58,Offer E,Yes,40,Yes,No,874,No,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,54.24,1212.44,5.11,10.16,5.45,2,Unsatisfied,Stayed,Yes,0,59,41-50,4351,4000-4500,Competitor,Product dissatisfaction
3976,1,Male,51,No,No,Yes,1,United States,California,San Diego,92093,"33.75, -117.75",33.75,-117.75,Q3,No,1,68,None,Yes,1,Yes,No,571,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,117.05,4412.83,8.85,17.76,14.32,4,Neutral,Joined,Yes,1,61,51-60,6775,4500-5000,Competitor,Moved
3977,1,Female,43,No,No,Yes,1,United States,California,Los Angeles,92044,"34.76, -118.76",34.76,-118.76,Q3,Yes,1,36,None,No,26,No,Cable,322,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,82.62,1222.7,14.85,22.92,23.84,2,Unsatisfied,Churned,Yes,0,19,61-70,6518,5000-5500,Price,Service dissatisfaction
3978,1,Male,39,No,Yes,Yes,0,United States,California,Los Angeles,92001,"35.77, -119.77",35.77,-119.77,Q3,Yes,2,23,None,Yes,8,No,Cable,760,No,No,No,Yes,Yes,No,Yes,No,Two Year,No,Mailed Check,85.06,5526.96,9.9,15.18,20.57,2,Very Unsatisfied,Stayed,Yes,1,94,71-80,6393,5500-6000,Competitor,Competitor offered higher download speeds
3979,1,Female,23,No,No,No,2,United States,California,Los Angeles,92000,"36.78, -120.78",36.78,-120.78,Q3,Yes,0,51,Offer A,No,12,No,Cable,167,Yes,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,143.86,2941.35,6.92,23.52,32.64,3,Satisfied,Churned,No,1,77,81-90,4894,6000-6500,Dissatisfaction,Attitude of support person
3980,1,Female,44,Yes,No,Yes,2,United States,California,San Diego,92018,"37.79, -121.79",37.79,-121.79,Q3,Yes,2,15,Offer C,Yes,39,No,DSL,662,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,109.46,7434.93,9.04,11.05,29.88,1,Satisfied,Stayed,No,1,31,91-100,2657,6500-7000,Attitude,Competitor offered higher download speeds
3981,1,Female,76,No,Yes,No,0,United States,California,San Diego,92039,"33.80, -117.80",33.8,-117.8,Q3,No,2,46,Offer B,No,31,Yes,DSL,630,Yes,No,No,No,Yes,Yes,No,No,One Year,No,Mailed Check,72.99,2408.87,0.31,25.67,8.93,2,Very Satisfied,Joined,No,1,44,1-10,2616,2000-2500,Dissatisfaction,Competitor offered more data
3982,1,Male,74,Yes,No,Yes,4,United States,California,San Diego,92008,"34.81, -118.81",34.81,-118.81,Q3,Yes,1,55,Offer D,Yes,49,No,Fiber Optic,668,No,No,Yes,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,111.49,6174.55,12.56,7.44,10.81,3,Very Satisfied,Churned,No,0,67,11-20,5262,2500-3000,Attitude,Competitor offered higher download speeds
3983,1,Female,28,No,Yes,No,0,United States,California,Los Angeles,92048,"35.82, -119.82",35.82,-119.82,Q3,Yes,1,30,Offer A,No,32,Yes,Cable,161,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,93.43,221.0,9.17,20.77,40.55,5,Very Satisfied,Joined,Yes,1,85,21-30,2974,3000-3500,Price,Attitude of support person
3984,1,Female,26,No,Yes,No,2,United States,California,San Diego,92087,"36.83, -120.83",36.83,-120.83,Q3,Yes,4,13,Offer B,No,18,No,No,871,No,Yes,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,122.58,7178.39,12.44,20.72,41.22,2,Unsatisfied,Stayed,No,0,36,31-40,3364,3500-4000,Competitor,Moved
3985,1,Female,29,No,Yes,Yes,2,United States,California,San Diego,92083,"37.84, -121.84",37.84,-121.84,Q3,No,4,25,Offer E,Yes,47,No,Cable,601,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,2501.58,15.04,15.88,6.06,3,Satisfied,Stayed,Yes,1,11,41-50,5837,4000-4500,Competitor,Attitude of support person
3986,1,Male,66,Yes,No,Yes,2,United States,California,San Diego,92048,"33.85, -117.85",33.85,-117.85,Q3,No,3,16,Offer A,No,6,No,Cable,808,Yes,Yes,No,No,No,No,Yes,No,One Year,Yes,Bank Withdrawal,70.31,1278.06,5.21,2.78,19.28,3,Very Unsatisfied,Churned,No,1,77,51-60,5751,4500-5000,Attitude,Moved
3987,1,Female,19,No,Yes,No,0,United States,California,San Diego,92002,"34.86, -118.86",34.86,-118.86,Q3,No,2,51,Offer E,Yes,20,Yes,Cable,359,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,64.11,910.49,3.16,14.41,18.19,3,Very Unsatisfied,Stayed,No,1,36,61-70,6519,5000-5500,Attitude,Competitor offered higher download speeds
3988,1,Male,31,No,No,No,0,United States,California,San Francisco,92073,"35.87, -119.87",35.87,-119.87,Q3,Yes,3,7,Offer A,No,20,No,DSL,839,Yes,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,92.73,6204.19,8.49,13.54,27.13,1,Satisfied,Joined,No,0,50,71-80,5548,5500-6000,Other,Price too high
3989,1,Female,58,No,Yes,No,1,United States,California,San Diego,92036,"36.88, -120.88",36.88,-120.88,Q3,Yes,2,43,None,Yes,17,Yes,Cable,684,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,140.01,1479.32,14.63,7.05,27.24,2,Very Unsatisfied,Churned,No,0,39,81-90,6723,6000-6500,Competitor,Don't know
3990,1,Male,73,No,No,Yes,4,United States,California,San Francisco,92065,"37.89, -121.89",37.89,-121.89,Q3,No,0,25,None,No,6,Yes,DSL,685,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,139.7,2396.64,19.09,20.25,11.97,5,Very Satisfied,Joined,Yes,0,26,91-100,4850,6500-7000,Other,Competitor offered higher download speeds
3991,1,Male,27,No,Yes,No,4,United States,California,San Francisco,92042,"33.90, -117.90",33.9,-117.9,Q3,No,1,56,Offer D,Yes,30,No,DSL,838,No,Yes,Yes,Yes,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,110.95,3877.55,1.88,6.81,32.69,3,Unsatisfied,Joined,Yes,0,7,1-10,2226,2000-2500,Attitude,Attitude of support person
3992,1,Male,60,No,Yes,No,3,United States,California,San Francisco,92014,"34.91, -118.91",34.91,-118.91,Q3,No,4,3,Offer A,Yes,36,No,Fiber Optic,966,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,63.2,3689.39,7.39,6.91,20.04,2,Satisfied,Churned,No,1,61,11-20,6219,2500-3000,Competitor,Competitor offered higher download speeds
3993,1,Female,57,No,No,Yes,3,United States,California,San Francisco,92041,"35.92, -119.92",35.92,-119.92,Q3,No,2,33,Offer A,Yes,26,Yes,DSL,344,Yes,No,No,No,Yes,Yes,No,Yes,One Year,No,Mailed Check,117.64,5975.26,18.92,1.24,26.06,1,Unsatisfied,Joined,Yes,0,42,21-30,3330,3000-3500,Price,Competitor made better offer
